Restaurant Name,Dining Rating,Delivery Rating,Dining Votes,Cuisine ,Place Name,City,Item Name,Best Seller,Votes, Prices 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Platter Kebab Combo,BESTSELLER,84,$249.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Chicken Rumali Shawarma,BESTSELLER,45,$129.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Chicken BBQ Salad,BESTSELLER,43,$189.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Special Doner Wrap Combo,MUST TRY,31,$205.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Pizza [8 inches],BESTSELLER,48,$199.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Special Zinger Tortilla Wrap,CHEF'S SPECIAL,27,$165.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Chicken Popcorn [20 Pieces],BESTSELLER,59,$165.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Special Platter Kebab Combo,BESTSELLER,27,$279.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Doner Kebab,MUST TRY,5,$159.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Chicken Shawarma,MUST TRY,5,$129.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Platter Kebab Combo,BESTSELLER,84,$249.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Special Platter Kebab Combo,BESTSELLER,27,$279.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Special Kebab Wrap Combo,BESTSELLER,26,$205.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Special Doner Wrap Combo,CHEF'S SPECIAL,31,$205.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Chicken BBQ Salad,BESTSELLER,43,$189.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Doner Kebab,CHEF'S SPECIAL,5,$159.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Pizza [8 inches],BESTSELLER,48,$199.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Special Zinger Tortilla Wrap,CHEF'S SPECIAL,27,$165.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Special Fish Tortilla Wrap,CHEF'S SPECIAL,0,$165.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Chicken Rumali Shawarma,BESTSELLER,45,$129.00 
Doner King,3.9,4.2,39,Fast Food,Malakpet, Hyderabad,Chicken Popcorn [20 Pieces],BESTSELLER,59,$165.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco,BESTSELLER,184,$249.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Veg,BESTSELLER,183,$299.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Non Veg,BESTSELLER,103,$349.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito - Non veg,BESTSELLER,62,$279.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Soft Taco Mexican Paneer,BESTSELLER,42,$119.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Fries,BESTSELLER,27,$129.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Non Veg,BESTSELLER,18,$209.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Nachos,BESTSELLER,49,$189.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco Meal,BESTSELLER,19,$378.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Veg,BESTSELLER,8,$189.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Churros & Chocolate Regular,BESTSELLER,16,$109.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Guacamole,BESTSELLER,6,$70.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Veg,BESTSELLER,183,$299.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Non Veg,BESTSELLER,103,$349.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco Meal,BESTSELLER,19,$378.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco,BESTSELLER,184,$249.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Soft Taco Mexican Paneer,BESTSELLER,42,$119.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito - Non veg,BESTSELLER,62,$279.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Veg,BESTSELLER,8,$189.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Non Veg,BESTSELLER,18,$209.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Fries,BESTSELLER,27,$129.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Nachos,BESTSELLER,49,$189.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Churros & Chocolate Regular,BESTSELLER,16,$109.00 
Taco Bell,4.3,3.7,117,Wraps,The Next Galleria Mall, Hyderabad,Guacamole,BESTSELLER,6,$70.00 
BrownBear,3.6,4,239,Fast Food,Himayath Nagar, Hyderabad,Chocolate Tin Cake,BESTSELLER,0,$800.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Chicken Biryani,BESTSELLER,609,$230.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Special Mutton Biryani,MUST TRY,168,$300.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Kheema Biryani,MUST TRY,66,$340.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Paneer Butter Masala,MUST TRY,63,$240.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani,BESTSELLER,368,$280.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani Family Pack,MUST TRY,180,$580.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Pepper Chicken,BESTSELLER,151,$220.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Mixed Fried Rice,MUST TRY,78,$260.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Special Biryani Non-Veg,MUST TRY,79,$370.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Chicken Drum Stick,BESTSELLER,90,$310.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Murgh Majestic,MUST TRY,58,$310.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Chicken 65,BESTSELLER,103,$305.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Veg Manchurian,MUST TRY,46,$230.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Prawns Biryani,MUST TRY,32,$350.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Veg Biryani Family Pack,MUST TRY,48,$410.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Veg Biryani,BESTSELLER,99,$250.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Special Mutton Biryani Family Pack,BESTSELLER,58,$600.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Chicken Fried Rice,BESTSELLER,72,$240.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Veg Manchurian,BESTSELLER,46,$230.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Chicken Drum Stick,BESTSELLER,90,$310.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Murgh Majestic,BESTSELLER,58,$310.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Pepper Chicken,BESTSELLER,151,$220.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Chicken 65,BESTSELLER,103,$305.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Veg Biryani,BESTSELLER,99,$250.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani,BESTSELLER,368,$280.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Chicken Biryani,BESTSELLER,609,$230.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Special Mutton Biryani,BESTSELLER,168,$300.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Kheema Biryani,BESTSELLER,66,$340.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Special Biryani Non-Veg,BESTSELLER,79,$370.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani Family Pack,BESTSELLER,180,$580.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Special Mutton Biryani Family Pack,BESTSELLER,58,$600.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Mixed Fried Rice,BESTSELLER,78,$260.00 
Crystal Restaurant & Bar,4.2,3.9,697,Biryani,Nallakunta, Hyderabad,Chicken Fried Rice,BESTSELLER,72,$240.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Grilled Chicken,MUST TRY,520,$432.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Tandoori Chicken,MUST TRY,151,$408.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Chicken 65 Gravy,BESTSELLER,179,$168.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Fried Chicken Kebab [16 Pieces],MUST TRY,164,$396.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Tandoori Tangdi [2 Pieces],BESTSELLER,93,$240.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Tandoori Fish,MUST TRY,143,$108.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Fry Fish,BESTSELLER,128,$108.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Paneer Butter Masala,MUST TRY,44,$108.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Boneless Fried Fish,MUST TRY,64,$288.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Fried Chicken Kebab [16 Pieces],BESTSELLER,164,$396.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Tandoori Chicken,BESTSELLER,151,$408.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Grilled Chicken,BESTSELLER,520,$432.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Tandoori Fish,BESTSELLER,143,$108.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Fry Fish,BESTSELLER,128,$108.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Tandoori Tangdi [2 Pieces],BESTSELLER,93,$240.00 
Siddique Kabab Centre,4.4,4.1,732,Chinese,Tolichowki, Hyderabad,Chicken 65 Gravy,BESTSELLER,179,$168.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Dry Fruit Shawarma,MUST TRY,1061,$199.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,SGC Chicken Rumali Shawarma,MUST TRY,1280,$145.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Malai Shawarma,MUST TRY,458,$199.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,SGC Chicken Samoli Shawarma,CHEF'S SPECIAL,305,$135.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Rumali Shawarma,MUST TRY,1128,$165.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,SGC Chicken Kuboos Shawarma,CHEF'S SPECIAL,206,$135.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Shawarma Platter,MUST TRY,116,$200.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Somali Shawarma,CHEF'S SPECIAL,102,$155.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Double ka Meetha,BESTSELLER,145,$75.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Lays Chicken Shawarma,MUST TRY,48,$199.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Lemon Chicken Shawarma,MUST TRY,17,$199.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Kuboos Shawarma,MUST TRY,81,$155.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Special Lassi,BESTSELLER,18,$120.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Special Chicken Rumali Shawarma with Pina Colada Mocktail,MUST TRY,0,$310.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,SG Special Sundae,CHEF'S SPECIAL,0,$170.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Mango Lassi,BESTSELLER,13,$130.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Mango Falooda,MUST TRY,15,$130.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Special Chicken Rumali Shawarma with Mango Lassi,CHEF'S SPECIAL,12,$285.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Special Chicken Rumali Shawarma with Mango Lassi,CHEF'S SPECIAL,12,$285.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,SGC Chicken Samoli Shawarma,CHEF'S SPECIAL,305,$135.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,SGC Chicken Kuboos Shawarma,CHEF'S SPECIAL,206,$135.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,SGC Chicken Rumali Shawarma,CHEF'S SPECIAL,1280,$145.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Somali Shawarma,CHEF'S SPECIAL,102,$155.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Kuboos Shawarma,CHEF'S SPECIAL,81,$155.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Rumali Shawarma,CHEF'S SPECIAL,1128,$165.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Dry Fruit Shawarma,CHEF'S SPECIAL,1061,$199.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Malai Shawarma,CHEF'S SPECIAL,458,$199.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Lays Chicken Shawarma,CHEF'S SPECIAL,48,$199.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Honey Shawarma,CHEF'S SPECIAL,9,$200.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,shah ghouse Special Chicken Shawarma Platter,CHEF'S SPECIAL,116,$200.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Special Falooda,BESTSELLER,12,$130.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Mixed Dry Fruit Falooda,BESTSELLER,0,$160.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Double ka Meetha,BESTSELLER,145,$75.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,SG Special Sundae,CHEF'S SPECIAL,0,$170.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Dry Fruit Ice Cream Sundae,BESTSELLER,26,$170.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,SG Punch,CHEF'S SPECIAL,0,$200.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Special Lassi,BESTSELLER,18,$120.00 
Shah Ghouse Special Shawarma,4.3,4.1,156,Beverages,Charminar, Hyderabad,Mango Lassi,BESTSELLER,13,$130.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Tmh Masala Dosa,BESTSELLER,623,$125.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Idly,BESTSELLER,753,$85.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Plain Dosa,BESTSELLER,207,$105.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Tmh Poori Kurma,BESTSELLER,267,$130.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Dahi Vada,BESTSELLER,68,$135.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Bisibele Bath,BESTSELLER,41,$185.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Tmh Cutlet,BESTSELLER,107,$105.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Ghee Karapodi Idly,BESTSELLER,60,$120.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Tmh Basundi,BESTSELLER,22,$150.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Butter Masala Dosa,BESTSELLER,111,$145.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Button Idly,BESTSELLER,72,$125.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Bisibele Bath,BESTSELLER,41,$185.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Button Idly,BESTSELLER,72,$125.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Dahi Vada,BESTSELLER,68,$135.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Ghee Karapodi Idly,BESTSELLER,60,$120.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Idly,BESTSELLER,753,$85.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Tmh Cutlet,BESTSELLER,107,$105.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Tmh Poori Kurma,BESTSELLER,267,$130.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Tmh Basundi,BESTSELLER,22,$150.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Butter Masala Dosa,BESTSELLER,111,$145.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Plain Dosa,BESTSELLER,207,$105.00 
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,Beverages,Taj Mahal Hotel, Hyderabad,Tmh Masala Dosa,BESTSELLER,623,$125.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Chicken Burger,BESTSELLER,410,$90.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Medium Fries,BESTSELLER,180,$105.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Chicken Whopper,BESTSELLER,233,$199.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Veg Burger,BESTSELLER,173,$70.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Chicken Combo,BESTSELLER,77,$239.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Chicken Double Patty + Crispy Chicken Double Patty,MUST TRY,77,$258.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Veg Whopper,BESTSELLER,45,$179.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Chicken Double Patty Burger,BESTSELLER,159,$129.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,King Fries,MUST TRY,88,$119.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Chicken Fries - 5 Pcs,MUST TRY,126,$79.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Cheesy Fries,MUST TRY,21,$139.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Peri Peri Fries,MUST TRY,43,$90.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crunchy Chicken Taco,BESTSELLER,127,$110.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Fiery Chicken Burger,BESTSELLER,51,$199.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,6 Crispy Chicken,BESTSELLER,14,$450.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Veg Double Patty + Crispy Veg Double Patty,MUST TRY,16,$190.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Veggie Strips(5 Pcs),MUST TRY,79,$49.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Hashbrown,MUST TRY,55,$39.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Chocolate Thick Shake,MUST TRY,22,$189.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,2 Crispy Veg Double Patty + 1King Fries + 1Veggie strips,MUST TRY,0,$358.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Veg Whopper,BESTSELLER,45,$179.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Chicken Whopper,BESTSELLER,233,$199.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Chicken Burger,BESTSELLER,410,$90.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Chicken Double Patty Burger,BESTSELLER,159,$129.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crunchy Chicken Taco,BESTSELLER,127,$110.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Veg Burger,BESTSELLER,173,$70.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Fiery Chicken Burger,BESTSELLER,51,$199.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Chicken Double Patty + Crispy Chicken Double Patty,BESTSELLER,77,$258.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,6 Crispy Chicken,BESTSELLER,14,$450.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Crispy Chicken Combo,BESTSELLER,77,$239.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Chicken Fries - 5 Pcs,BESTSELLER,126,$79.00 
Burger King,4.1,4.1,253,Fast Food,The Next Galleria Mall, Hyderabad,Medium Fries,BESTSELLER,180,$105.00 
Papadams Blue,4,3.9,625,Desserts,Kothapet, Hyderabad,Special Veg Biryani,BESTSELLER,75,$255.00 
Papadams Blue,4,3.9,625,Desserts,Kothapet, Hyderabad,Special Chicken Biryani,BESTSELLER,78,$335.00 
Papadams Blue,4,3.9,625,Desserts,Kothapet, Hyderabad,Mutton Biryani,BESTSELLER,38,$345.00 
Papadams Blue,4,3.9,625,Desserts,Kothapet, Hyderabad,Paneer Biryani,BESTSELLER,32,$310.00 
Papadams Blue,4,3.9,625,Desserts,Kothapet, Hyderabad,Veg Manchurian,BESTSELLER,26,$273.00 
Papadams Blue,4,3.9,625,Desserts,Kothapet, Hyderabad,Chicken Drumsticks,BESTSELLER,8,$330.00 
Papadams Blue,4,3.9,625,Desserts,Kothapet, Hyderabad,Chicken Biryani,BESTSELLER,60,$295.00 
Papadams Blue,4,3.9,625,Desserts,Kothapet, Hyderabad,Crispy Corn,BESTSELLER,15,$260.00 
Papadams Blue,4,3.9,625,Desserts,Kothapet, Hyderabad,Chicken 65,BESTSELLER,16,$330.00 
