Restaurant Name,Dining Rating,Delivery Rating,Dining Votes,Cuisine ,Place Name,City,Item Name,Best Seller,Votes, Prices 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Large EVM Filet O Fish® Double patty Burger,Not eligible for coupons,0,$446.67 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Large EVM McSpicy Chicken® Double patty Burger,Not eligible for coupons,0,$462.86 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,EVM McSpicy Chicken® Double patty Burger,Not eligible for coupons,0,$440.95 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,EVM Filet O Fish® Double patty Burger,Not eligible for coupons,0,$424.76 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Large EVM McChicken® Double patty Burger,Not eligible for coupons,0,$361.90 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,EVM McChicken® Double patty Burger,Not eligible for coupons,0,$340.00 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Butter Chicken Grilled Double patty Burger,Not eligible for coupons,5,$225.71 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McSpicy Chicken® Double patty Burger,Not eligible for coupons,18,$308.57 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Large EVM Chicken McGrill® Double patty Burger,Not eligible for coupons,0,$303.81 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Filet O Fish® Double patty Burger,Not eligible for coupons,12,$293.33 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,EVM Butter Chicken Grilled Double Patty Burger,Not eligible for coupons,0,$358.10 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Large EVM Butter Chicken Grilled Double Patty Burger,Not eligible for coupons,0,$380.00 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,EVM Chicken McGrill® Double patty Burger,Not eligible for coupons,0,$281.90 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McChicken® Double patty Burger,Not eligible for coupons,0,$207.62 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Chicken McGrill® Double patty Burger,Not eligible for coupons,30,$150.48 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Veg Maharaja Mac,Not eligible for coupons,135,$215.24 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Big Spicy Paneer Wrap,Not eligible for coupons,155,$219.05 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McSpicy® Paneer,Not eligible for coupons,158,$180.00 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McVeggie®,Not eligible for coupons,455,$105.71 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Schezwan Veg Burger,Not eligible for coupons,80,$70.48 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McAloo Tikki Burger ®,Not eligible for coupons,1754,$52.38 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Butter Paneer Grilled,Not eligible for coupons,103,$108.57 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Big Spicy Chicken Wrap,Not eligible for coupons,114,$225.71 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Chicken Maharaja Mac®,Not eligible for coupons,75,$219.05 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Filet O Fish®,Not eligible for coupons,98,$171.43 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McSpicy® Chicken,Not eligible for coupons,200,$181.90 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McChicken®,Not eligible for coupons,165,$131.43 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Butter Chicken Grilled,Not eligible for coupons,36,$141.90 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Chicken McGrill®,Not eligible for coupons,142,$94.29 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McEgg®,Not eligible for coupons,85,$56.19 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McAloo Tikki,Not eligible for coupons,363,$52.38 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Veg Surprise,Not eligible for coupons,69,$72.38 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Large Fries,Not eligible for coupons,546,$117.14 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Medium-Fries,Not eligible for coupons,243,$104.76 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Small Fries,Not eligible for coupons,174,$83.81 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Pizza McPuff®,Not eligible for coupons,1470,$43.81 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Piri Piri Seasoning,Not eligible for coupons,285,$21.90 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Chicken McNuggets® 20pc,Not eligible for coupons,13,$365.71 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Chicken McNuggets® 9pc,Not eligible for coupons,77,$194.29 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Chicken McNuggets® 6pc,Not eligible for coupons,105,$153.33 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Medium Fries,Not eligible for coupons,187,$104.76 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,HappyMeal McVeggie®,Not eligible for coupons,8,$276.19 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,HappyMeal McAloo Tikki Burger®,Not eligible for coupons,13,$228.57 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,HappyMeal Chicken McNuggets® 4pc,Not eligible for coupons,0,$276.19 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,HappyMeal Chicken McGrill®,Not eligible for coupons,6,$271.43 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Chocolate Brownie Sundae,Not eligible for coupons,103,$108.57 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McFlurry® Oreo,Not eligible for coupons,82,$108.57 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,McFlurry® Choc Crunch,Not eligible for coupons,50,$108.57 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,StrawberrySundae,Not eligible for coupons,14,$82.86 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Chocolate Sundae,Not eligible for coupons,18,$82.86 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Small McFlurry® Oreo,Not eligible for coupons,39,$86.67 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Small McFlurry® Choc crunch,Not eligible for coupons,22,$86.67 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Pineapple Fruit Bowl,Not eligible for coupons,19,$47.62 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Large Coke ®,Not eligible for coupons,46,$95.24 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Large Fanta,Not eligible for coupons,6,$95.24 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Large Sprite,Not eligible for coupons,5,$95.24 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Medium Coke,Not eligible for coupons,30,$83.81 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Medium Fanta,Not eligible for coupons,10,$83.81 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Medium Sprite,Not eligible for coupons,5,$83.81 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Cold Coffee - Reusable Bottle,Not eligible for coupons,0,$111.43 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Cold Coffee,Not eligible for coupons,251,$104.76 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Minute Maid Pulpy Orange,Not on Pro,0,$95.24 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Ice Tea,Not eligible for coupons,59,$77.14 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Small Coke - Reusable Bottle,Not eligible for coupons,6,$80.00 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Small Fanta - Reusable Bottle,Not eligible for coupons,0,$80.00 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Small Sprite - Reusable Bottle,Not eligible for coupons,0,$80.00 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Small Coke ®,Not eligible for coupons,27,$73.33 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Small Fanta,Not eligible for coupons,8,$73.33 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Coca Cola Masala-Reusable Bottle,Not on Pro,0,$93.33 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Small Sprite,Not eligible for coupons,0,$73.33 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Sprite Chili Guava- Reusable Bottle,Not on Pro,0,$93.33 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Black Coffee,Not eligible for coupons,0,$70.48 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Fresh Brew Coffee W Milk,Not eligible for coupons,8,$74.29 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Coke® Zero Can,Not on Pro,88,$57.14 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Masala Chai,Not eligible for coupons,0,$54.29 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Schweppes Bottled Water,Not eligible for coupons,0,$57.14 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Barbeque Dip,Not eligible for coupons,11,$19.05 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Mustard Dip,Not eligible for coupons,27,$19.05 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Chilli Sauce,Not eligible for coupons,67,$1.90 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Ketchup,Not eligible for coupons,96,$0.95 
McDonald's,3.8,4,726,Beverages,Crystal Palm Mall, Jaipur,Cheesy Smoky Chipotle Sauce,Not eligible for coupons,7,$27.62 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Veggie Delite® Sandwich,BESTSELLER,180,$223.84 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Aloo Patty Sandwich,BESTSELLER,162,$233.34 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Corn & Peas Sandwich,BESTSELLER,89,$233.34 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Chicken Teriyaki Sandwich,BESTSELLER,48,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,New Subway Club Sandwich,BESTSELLER,25,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,New Peri Peri Chicken Sandwich,BESTSELLER,29,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Corn & Peas Salad,BESTSELLER,8,$304.74 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,New B.M.T Sandwitch,BESTSELLER,23,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Tuna Sandwich,BESTSELLER,34,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Veggie Delite Salad,BESTSELLER,9,$304.74 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Tangy Paneer Tikka Cheese Pull Sandwich,BESTSELLER,31,$295.24 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Mirinda Orange PET 475ml,Not on Pro,0,$57.14 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,7up PET 475ml,Not on Pro,0,$57.14 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Tangy Paneer Tikka Cheese Pull Sandwich,BESTSELLER,31,$295.24 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Aloo Patty Sandwich,BESTSELLER,162,$233.34 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Corn & Peas Sandwich,BESTSELLER,89,$233.34 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Veggie Delite® Sandwich,BESTSELLER,180,$223.84 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Chicken Teriyaki Sandwich,BESTSELLER,48,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,New B.M.T Sandwitch,BESTSELLER,23,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,New Peri Peri Chicken Sandwich,BESTSELLER,29,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,New Subway Club Sandwich,BESTSELLER,25,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Tuna Sandwich,BESTSELLER,34,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Turkey & Chicken Slice Sandwich,BESTSELLER,15,$280.94 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Corn & Peas Salad,BESTSELLER,8,$304.74 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Veggie Delite Salad,BESTSELLER,9,$304.74 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Turkey Salad,BESTSELLER,0,$333.34 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Tuna Salad,BESTSELLER,0,$333.34 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,7Up 300ml Can,Not on Pro,0,$57.14 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Mirinda 300ml Can,Not on Pro,0,$57.14 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Mirinda Orange PET 475ml,Not on Pro,0,$57.14 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,7up PET 475ml,Not on Pro,0,$57.14 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Pepsi PET 475ml,Not on Pro,0,$57.14 
Subway,4.1,3.9,608,Beverages,C Scheme, Jaipur,Lipton Lemon Ice Tea 350ml,Not on Pro,5,$57.10 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,"Capsicum, Paneer & Red Paprika Pizza",BESTSELLER,174,$145.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Margherita Pizza,MUST TRY,166,$145.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Garden Delight Pizza,MUST TRY,109,$195.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Paneer Tikka Butter Masala Pizza,BESTSELLER,127,$275.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Classic Pizzas Pack Of 4 - Veg.,BESTSELLER,34,$409.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Onions & Capsicum Pizza,BESTSELLER,106,$129.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Garlic Bread Sticks,MUST TRY,96,$139.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Onions & Paneer Pizza,BESTSELLER,143,$139.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Cheezy-7 Pizza,MUST TRY,82,$275.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,English Retreat Pizza,BESTSELLER,38,$295.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,"Paneer, Sweet Corn & Cheese Quesadillas",MUST TRY,31,$149.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,African Peri Peri Veg Pizza,MUST TRY,0,$295.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,La Pino'z Chicken Pizza,MUST TRY,15,$295.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Peri Peri Veg Pizza,MUST TRY,9,$295.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,La Pino'z Paneer Pizza,MUST TRY,10,$295.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Chicago Delight Pizza,MUST TRY,0,$275.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Farm Villa Pizza,BESTSELLER,16,$275.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Onions & Capsicum Pizza,BESTSELLER,106,$129.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Onions & Paneer Pizza,BESTSELLER,143,$139.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,"Capsicum, Paneer & Red Paprika Pizza",BESTSELLER,174,$145.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Margherita Pizza,BESTSELLER,166,$145.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Garden Delight Pizza,BESTSELLER,109,$195.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Cheezy-7 Pizza,BESTSELLER,82,$275.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Farm Villa Pizza,BESTSELLER,16,$275.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Paneer Tikka Butter Masala Pizza,BESTSELLER,127,$275.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,English Retreat Pizza,BESTSELLER,38,$295.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,La Pino'z Chicken Pizza,BESTSELLER,15,$295.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Classic Pizzas Pack Of 4 - Veg.,BESTSELLER,34,$409.00 
La Pino'z Pizza,4,3.8,164,Fast Food,C Scheme, Jaipur,Garlic Bread Sticks,BESTSELLER,96,$139.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Create Your Flavour Fun Combo - Box Of 2 - Veg Pizza,BESTSELLER,251,$198.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Margherita Pizza,BESTSELLER,265,$169.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Margherita,BESTSELLER,102,$169.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,"Classic Paneer, Capsicum & Onion",MUST TRY,102,$159.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Cheese Garlic Bread,BESTSELLER,46,$159.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Spiced Paneer,SPICY,52,$259.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Pepsi,Not on Pro,110,$57.14 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Tandoori Paneer,CHEF'S SPECIAL,69,$319.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Zesty Paneer Pocket,SPICY,37,$129.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Garlic Bread Spicy Supreme,SPICY,28,$169.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Veggie Feast,BESTSELLER,49,$259.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Choco Volcano,Not eligible for coupons,51,$129.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Veggie Supreme,CHEF'S SPECIAL,30,$379.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Schezwan Corn & Capsicum,MUST TRY,31,$109.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Classic Corn,MUST TRY,58,$99.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Create Your Flavour Fun Combo - Box Of 4 - Veg,Not eligible for coupons,22,$399.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Mazedar Makhni Paneer - New,MUST TRY,0,$379.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Chicken Tikka,CHEF'S SPECIAL,0,$379.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Tandoori Classic Non-Veg Combo,MUST TRY,0,$318.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Hut Treat Meal for 4 - Veg,MUST TRY,0,$859.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Schezwan Margherita,SPICY,0,$219.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Tear & Share Non-Veg,MUST TRY,0,$199.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Tear & Share Veg,MUST TRY,21,$189.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Creamy BreadStix,MUST TRY,48,$169.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Tandoori Tikka & Onion,MUST TRY,6,$149.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,My Box - Veg,Not eligible for coupons,25,$249.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Classic BreadStix,NEW,26,$119.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Schezwan Margherita - New,SPICY,0,$219.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Mexican Fiesta - New,BESTSELLER,11,$319.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Sizzling Schezwan Chicken - New,SPICY,0,$319.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Schezwan Margherita,SPICY,0,$219.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Margherita,BESTSELLER,102,$169.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Veggie Feast,BESTSELLER,49,$259.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Spiced Paneer,SPICY,52,$259.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Tandoori Paneer,CHEF'S SPECIAL,69,$319.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Country Feast,CHEF'S SPECIAL,10,$319.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Veggie Supreme,CHEF'S SPECIAL,30,$379.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Margherita Pizza,BESTSELLER,265,$169.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Sizzling Schezwan Chicken,SPICY,0,$319.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Chicken Tikka,CHEF'S SPECIAL,0,$379.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Triple Chicken Feast,CHEF'S SPECIAL,8,$409.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Exotica Veggie Garlic Bread,NEW,0,$159.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Masala Keema Garlic Bread,NEW,0,$189.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Classic BreadStix,NEW,26,$119.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Creamy BreadStix,NEW,48,$169.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Cheese Garlic Bread,BESTSELLER,46,$159.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Garlic Bread Spicy Supreme,SPICY,28,$169.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,My Box - Veg,Not eligible for coupons,25,$249.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,My Box Pasta - Veg,Not eligible for coupons,0,$279.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,My Box Pasta - Non Veg,Not eligible for coupons,0,$309.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,My Box with Choco Sundae - Veg,Not eligible for coupons,11,$297.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,My Box with Choco Sundae - Non Veg,Not eligible for coupons,0,$367.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Hut Treat Meal for 2 - Veg,Not eligible for coupons,5,$529.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Hut Treat Meal for 2 - Non Veg,Not eligible for coupons,0,$589.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Hut Treat Meal for 4 - Veg,Not eligible for coupons,0,$859.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Hut Treat Meal for 4 - Non Veg,Not eligible for coupons,0,$959.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Sprinkled Fries,NEW,0,$109.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Zesty Paneer Pocket,SPICY,37,$129.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Spicy Baked Chicken Wings (4 pcs),SPICY,15,$209.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Spicy Baked Chicken Wings,SPICY,8,$259.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Momo Dip,Not eligible for coupons,7,$30.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Tear & Share Veg,BESTSELLER,21,$189.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Cheesy Dip,Not eligible for coupons,47,$28.57 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Veg Mayonnaise Dip,Not eligible for coupons,0,$28.57 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Classic Makhani Pasta,NEW,0,$239.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Keema Makhani Pasta,NEW,0,$259.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Spicy Schezwan Pasta - Veg,NEW,0,$229.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Spicy Schezwan Pasta Chicken,NEW,0,$249.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Create Your Flavour Fun Combo - Box Of 4 - Veg,Not eligible for coupons,22,$399.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Create Your Flavour Fun Combo - Box Of 4 - Non Veg,Not eligible for coupons,5,$499.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Create Your Flavour Fun Combo - Box Of 2 - Veg Pizza,BESTSELLER,251,$198.00 
Pizza Hut,3.6,3.8,782,Beverages,MI Road, Jaipur,Tandoori Classic Veg Combo,BESTSELLER,0,$278.00 
